Scheme Code,ISIN Div Payout/ ISIN Growth,Scheme Name,Net Asset Value
139782,INF174V01101,Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Dividend Payout,11.6886
139781,INF174V01093,Mahindra Mutual Fund Kar Bachat Yojana Direct Plan - Growth,12.7257
139780,INF174V01085,Mahindra Mutual Fund Kar Bachat Yojana Regular Plan - Dividend Payout,11.324
139783,INF174V01077,Mahindra Mutual Fund Kar Bachat Yojana Regular Plan - Growth,12.337
135781,INF769K01DM9,Mirae Asset Tax Saver Fund-Direct Plan -Growth,17.787
135782,INF769K01DN7,Mirae Asset Tax Saver Fund-Direct Plan-Dividend,17.075
135783,INF769K01DL1,Mirae Asset Tax Saver Fund-Regular Plan-Dividend Payout,16.543
135784,INF769K01DK3,Mirae Asset Tax Saver Fund-Regular Plan-Growth,17.265
133384,INF247L01577,MOSt Focused Long Term - Direct Plan - Dividend Payout Option,18.5012
133386,INF247L01569,MOSt Focused Long Term - Direct Plan - Growth Option,19.1349
133383,INF247L01551,MOSt Focused Long Term - Regular Plan - Dividend Payout Option,17.7096
133385,INF247L01544,MOSt Focused Long Term - Regular Plan - Growth Option,18.336
101815,INF173K01353,Principal Personal Tax Saver Fund,209.75
119486,INF173K01FA4,Principal Personal Tax Saver Fund - Direct Plan,216.26
100156,INF173K01361,Principal Tax Savings Fund,224.5
119489,INF173K01HZ7,Principal Tax Savings Fund - Direct Plan,229.71
141829,INF173K01NN1,Principal Tax Savings Fund Direct Plan - Half Yearly Dividend Option,229.71
141830,INF173K01NM3,Principal Tax Savings Fund Regular Plan - Half Yearly Dividend Option,224.5
111550,INF082J01077,Quantum Tax Saving Fund - Direct Plan Dividend Option,54.93
111549,INF082J01069,Quantum Tax Saving Fund - Direct Plan Growth Option,54.93
141071,INF082J01374,Quantum Tax Saving Fund - Regular Plan Dividend Option,54.84
141070,INF082J01366,Quantum Tax Saving Fund - Regular Plan Growth Option,54.84
133865,INF204KA1E12,Reliance Tax Saver (ELSS) Fund- Direct Plan-Dividend Plan- Annual Dividend Payout Option,14.5702
133866,INF204KA1E04,Reliance Tax Saver (ELSS) Fund- Dividend Plan- Annual Dividend Payout Option,14.3359
103197,INF204K01GL2,Reliance Tax Saver (ELSS) Fund-Dividend Plan-Dividend Payout Option,24.9089
103196,INF204K01GK4,Reliance Tax Saver (ELSS) Fund-Growth Plan-Growth Option,67.8291
118801,INF204K01L30,Reliance Tax Saver Fund - Direct Plan Dividend Plan - Dividend Payout Option,30.0191
118803,INF204K01L55,Reliance Tax Saver Fund - Direct Plan Growth Plan - Growth Option,70.5233
100337,INF515L01189,SaharaTax Gain-Dividend,18.6676
120290,INF515L01783,SaharaTax Gain-Dividend- Direct,18.9625
100338,INF515L01205,SaharaTax Gain-Growth,79.7
120291,INF515L01809,SaharaTax Gain-Growth- direct,82.6664
119722,INF200K01UK3,SBI MAGNUM TAXGAIN SCHEME 1993 - DIRECT PLAN -DIVIDEND,62.1895
103883,INF200K01479,SBI MAGNUM TAXGAIN SCHEME 1993 - REGULAR PLAN - DIVIDEND,49.5104
119723,INF200K01UM9,SBI MAGNUM TAXGAIN SCHEME 1993 - DIRECT PLAN -GROWTH,155.5136
105628,INF200K01495,SBI MAGNUM TAXGAIN SCHEME 1993 - REGULAR PLAN- GROWTH,151.1137
100614,INF903J01512,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Dividend,14.7193
119548,INF903J01NL7,Sundaram Diversified Equity- A Long-term Tax Saver Fund - Direct Plan - Dividend Option,15.1023
119549,INF903J01NN3,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Direct Plan - Growth Option,109.5831
101853,INF903J01538,Sundaram Diversified Equity-A Long-term Tax Saver Fund OE- App,107.4754
100474,INF277K01I60,Tata India Tax Savings Fund-Dividend- Regular Plan,80.1535
132757,INF277K01I52,Tata India Tax Savings Fund-Growth-Regular Plan,18.2889
119281,INF277K01I94,Tata India Tax Savings Fund-Dividend -Direct Plan,107.1894
132756,INF277K01I86,Tata India Tax Savings Fund-Growth-Direct Plan,19.0575
100480,INF044D01AC9,Taurus Tax Shield- Regular Plan - Growth Option,78.32
108402,INF044D01997,Taurus Tax Shield- Regular Plan -Dividend Option,36.69
118867,INF044D01CH4,Taurus Tax Shield-Direct Plan-Dividend Option,37.42
118866,INF044D01CG6,Taurus Tax Shield-Direct Plan-Growth Option,81.19
119306,INF582M01781,Union Tax Saver Scheme - Direct Plan - Dividend Option,25.62
119307,INF582M01765,Union Tax Saver Scheme - Direct Plan - Growth Option,25.62
116052,INF582M01328,Union Tax Saver Scheme - Dividend Option,15.72
116051,INF582M01302,Union Tax Saver Scheme - Growth Option,24.83
120715,INF789F01TF7,UTI - Long Term Equity Fund (Tax Saving) - Direct Plan - Growth Option,93.4529
100820,INF789F01521,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Dividend Option,23.2435
100821,INF789F01547,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Growth Option,89.6904
120714,INF789F01TD2,UTI - Long Term Equity fund (Tax Saving) Direct Plan - Dividend Option,28.0576
122645,INF209K01UW9,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Daily Dividend,100.2719
122646,INF209K01UX7,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Growth,212.2882
122648,INF209K01UY5,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Weekly Dividend,100.3369
122643,-,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Daily Dividend,100.8653
122644,INF209K01MG9,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Growth,209.8466
122647,-,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Weekly Dividend,100.336
122650,INF209K01MF1,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Retail Plan-Growth,303.5103
122649,-,Aditya Birla Sun Life Floating Rate Fund-Long Term Plan-Retail Plan-Weekly Dividend,100.336
104559,-,Canara Robeco Savings Plus Fund - Regular Plan - DAILY DIVIDEND REINVESTMENT,10.26
113144,INF760K01AM4,Canara Robeco Savings Plus Fund - Regular Plan - MONTHLY DIVIDEND,10.26
118293,-,Canara Robeco Savings Plus Fund- Direct Plan - Daily Dividend Reinvestment,10.26
118294,INF760K01ER5,Canara Robeco Savings Plus Fund- Direct Plan - Weekly Dividend Option,10.26
102914,INF760K01779,Canara Robeco Savings Plus Fund- Regular Plan - DIVIDEND,24.0614
102913,INF760K01795,Canara Robeco Savings Plus Fund- Regular Plan - GROWTH,26.8625
102915,INF760K01CB3,Canara Robeco Savings Plus Fund- Regular Plan - Weekly Dividend,10.26
118292,INF760K01EP9,Canara Robeco Savings Plus Fund-Direct Plan - Dividend Option,24.2763
118291,INF760K01ET1,Canara Robeco Savings Plus Fund-Direct Plan - Growth Option,27.0876
118295,INF760K01EN4,Canara Robeco Savings Plus Fund-Direct Plan - Monthly Dividend Option,10.26
103465,INF966L01382,Escorts Short Term Debt Fund-Dividend Option,14.4875
120844,INF966L01929,Escorts Short Term Debt Fund-Dividend Option-Direct Plan,14.5002
103464,INF966L01408,Escorts Short Term Debt Fund-Growth Option,26.7092
120845,INF966L01945,Escorts Short Term Debt Fund-Growth Option-Direct Plan,26.8694
122443,-,Franklin India Savings Plus Fund - Daily Dividend option,10.0193
122444,-,Franklin India Savings Plus Fund - Daily Dividend option - Direct,10.0005
118506,INF090I01GV8,Franklin India Savings Plus Fund - Direct - Growth,32.0509
129437,INF090I01LC8,Franklin India Savings Plus Fund - Direct - Monthly Dividend,10.2893
118505,INF090I01GT2,Franklin India Savings Plus Fund - Direct - Quarterly Dividend,11.2572
101356,INF090I01BZ0,Franklin India Savings Plus Fund - Dividend Option,10.9901
101357,INF090I01CA1,Franklin India Savings Plus Fund - Growth Option,31.3967
101359,INF090I01BW7,Franklin India Savings Plus Fund - Institutional Option - Dividend,10.367
101358,INF090I01BX5,Franklin India Savings Plus Fund - Institutional Option - Growth,0
129436,INF090I01LA2,Franklin India Savings Plus Fund - Monthly Dividend,10.0584
134209,INF179KA16J1,HDFC Floating Rate Income Fund - Direct Plan - Normal Dividend Option,12.2846
134210,INF179KA17J9,HDFC Floating Rate Income Fund - Regular Plan - Normal Dividend Option,12.3633
119112,INF179K01VN1,HDFC Floating Rate Income Fund Long -Direct Plan - Growth Option,30.0978
119111,-,HDFC Floating Rate Income Fund Long -Direct Plan - Weekly Dividend Option,10.5292
101671,INF179K01624,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,30.018
101670,-,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,10.1956
110575,INF174K01FE4,Kotak Treasury Advantage Fund -Daily Dividend,10.0798
119749,INF174K01JT4,Kotak Treasury Advantage Fund -Daily Dividend - Direct,10.0805
102591,INF174K01FD6,Kotak Treasury Advantage Fund -Growth,27.4433
102592,INF174K01FH7,Kotak Treasury Advantage Fund -Monthly Dividend,10.2409
102590,INF174K01FF1,Kotak Treasury Advantage Fund -Weekly Dividend,10.1481
119751,INF174K01JQ0,Kotak Treasury Advantage Fund-Monthly Dividend - Direct,12.5949
119752,INF174K01JR8,Kotak Treasury Advantage Fund-Weekly Dividend - Direct,10.164
119750,INF174K01JP2,Kotak Treasury Advatage Fund-Growth - Direct,27.86
119820,INF200K01SX0,SBI  SAVINGS FUND - DIRECT PLAN - DIVIDEND,11.907
102504,INF200K01644,SBI  SAVINGS FUND - REGULAR PLAN - DIVIDEND,11.5457
119821,INF200K01SZ5,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,27.4346
102503,INF200K01636,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,26.6387
119823,INF200K01TA6,SBI  SAVINGS FUND - DIRECT PLAN - WEEKLY DIVIDEND,11.6248
102860,INF200K01669,SBI  SAVINGS FUND - REGULAR PLAN - WEEKLY  DIVIDEND,11.5346
119822,-,SBI  SAVINGS FUND - DIRECT PLAN - DAILY DIVIDEND,10.08
114348,-,SBI SAVINGS FUND - REGULAR PLAN - DAILY DIVIDEND,10.08
102507,-,OLD-SBI Magnum Income Fund - F R P - Long Term - Inst. (G),N.A.
102154,INF277K01DM3,Tata Floating Rate Fund - Regular Plan- Dividend,1022.9247
134484,INF789FA1P43,UTI - Floating Rate STP - Annual Div Option,1090.5103
139568,INF789FA1Q42,UTI - Floating Rate STP - Direct Plan - Annual Div Option,1102.0767
131511,INF789FA1O69,UTI - Floating Rate STP - Fortnightly Div Option,1295.385
131512,INF789FA1P68,UTI - Floating Rate STP - Fortnightly Div Option - Direct,1277.5478
134799,INF789FA1P27,UTI - Floating Rate STP - Half Yearly Div Option,1057.7491
112083,INF789F01PM1,UTI - FLOATING RATE STP - INSTN GROWTH OPTION,1976.3095
112082,-,UTI - FLOATING RATE STP - INSTN PLAN - PERIODIC DIVIDEND OPTION,1005.26
131445,INF789FA1O85,UTI - Floating Rate STP - Monthly Div Option,1065.7018
131444,INF789FA1P84,UTI - Floating Rate STP - Monthly Div Option - Direct,1097.8474
133873,INF789FA1P01,UTI - Floating Rate STP - Quarterly Div Option,1044.097
133059,INF789FA1Q00,UTI - Floating Rate STP - Quarterly Div Option - Direct,1193.6065
121891,INF789FB1KS6,UTI - FLOATING RATE STP -Regular Plan (Flexi Dividend Option),1254.7041
121892,INF789FB1KQ0,UTI - FLOATING RATE STP -Regular Plan (Flexi Dividend Option) - DIRECT,1478.8246
109501,-,UTI - FLOATING RATE STP-DAILY DIVIDEND,1076.8777
120744,INF789F01TG5,UTI - FLOATING RATE STP-DAILY DIVIDEND-Direct,1076.8777
102531,-,UTI - FLOATING RATE STP-DIVIDEND,1112.0816
102532,INF789F01570,UTI - FLOATING RATE STP-GROWTH,2792.5295
120746,INF789F01TI1,UTI - FLOATING RATE STP-GROWTH-direct,2874.7795
120745,INF789FB1S63,UTI - FLOATING RATE STP-Weekly Dividend- Direct,1112.1039
131897,INF084M01DQ0,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Dividend Option,14.7462
131898,INF084M01DP2,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option,23.5385
131895,INF084M01AI3,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Dividend Option,14.4301
131896,INF084M01AH5,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Growth Option,23.0119
131866,INF084M01DN7,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Dividend Option,13.5004
131865,INF084M01DM9,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Growth Option,14.1696
131863,INF084M01AF9,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Regular Plan - Dividend Option,26.0924
131864,INF084M01AE2,Aditya Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Regular Plan - Growth Option,28.3361
132187,INF084M01EX4,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Dividend Option,21.3546
132186,INF084M01EW6,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,23.3008
132181,INF084M01119,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Dividend Option,20.66
132180,INF084M01101,Aditya Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option,22.5709
132184,INF084M01ER6,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Dividend Option,12.2075
132183,INF084M01EQ8,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,17.9916
132179,INF084M01051,Aditya Birla Sun Life Financial Planning Fund - Conservative Plan - Regular Plan - Dividend Option,15.9501
132178,INF084M01044,Aditya Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option,17.5296
132189,INF084M01EU0,Aditya Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Dividend Option,18.0724
132185,INF084M01ET2,Aditya Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option,19.9323
132175,INF084M01085,Aditya Birla Sun Life Financial Planning Fund - Prudent Plan - Regular Plan - Dividend Option,17.4435
132174,INF084M01077,Aditya Birla Sun Life Financial Planning Fund - Prudent Plan - Regular Plan - Growth Option,19.4484
120545,INF209K01YT7,Aditya Birla Sun Life Gold Fund - Dividend - Direct Plan,9.6717
120546,INF209K01YU5,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan,9.6753
116795,INF209K01PG2,Aditya Birla Sun Life Gold Fund-Dividend,9.5496
116796,INF209K01PF4,Aditya Birla Sun Life Gold Fund-Growth,9.551
120472,INF846K01DQ6,Axis Gold Fund - Direct Plan - Dividend option,10.0332
120473,INF846K01DS2,Axis Gold Fund - Direct Plan - Growth option,10.0256
115898,INF846K01AM1,Axis Gold Fund - Dividend Option,9.4216
115897,INF846K01AL3,Axis Gold Fund - Growth Option,9.4109
118300,INF760K01FD2,Canara Robeco Gold Savings Fund - Direct Plan - Dividend Option,8.9548
118301,INF760K01FF7,Canara Robeco Gold Savings Fund - Direct Plan - Growth Option,8.9981
117540,INF760K01BY7,Canara Robeco Gold Savings Fund - Regular Plan - Dividend,8.9233
117541,INF760K01BW1,Canara Robeco Gold Savings Fund - Regular Plan - Growth,8.9179
126393,INF740K01K81,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Growth,14.8108
126391,INF740K01K99,DSP BlackRock Dynamic Asset Allocation Fund - Direct Plan - Monthly Dividend,10.9245
126394,INF740K01K57,DSP BlackRock Dynamic Asset Allocation Fund - Regular Plan - Growth,14.3108
126392,INF740K01K65,DSP BlackRock Dynamic Asset Allocation Fund - Regular Plan - Monthly Dividend,10.6055
118542,INF090I01HT0,Franklin India Dynamic PE Ratio Fund Of Funds - Direct - Dividend,41.0883
118543,INF090I01HV6,Franklin India Dynamic PE Ratio Fund Of Funds - Direct - Growth,82.5913
101657,INF090I01247,Franklin India Dynamic PE Ratio Fund of Funds-Dividend,38.7057
101656,INF090I01262,Franklin India Dynamic PE Ratio Fund of Funds-Growth,78.6702
102108,INF090I01577,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (D),33.0208
118511,INF090I01HW4,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Dividend,33.89
102107,INF090I01593,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (G),84.6384
118512,INF090I01HY0,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN - Direct - Growth,86.4845
102110,INF090I01601,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (D),24.9461
118513,INF090I01HZ7,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Dividend,25.8037
102109,INF090I01627,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G),59.1301
118514,INF090I01IB6,Franklin India Life Stage Fund of Funds - The 30s Plan - Direct - Growth,60.8305
102111,INF090I01635,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (D),15.7036
118515,INF090I01IC4,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Dividend,16.1375
102112,INF090I01650,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G),46.3476
118516,INF090I01IE0,Franklin India Life Stage Fund of Funds - The 40s Plan - Direct - Growth,47.9629
102113,INF090I01668,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (D),14.0609
118517,INF090I01IF7,Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Dividend,14.5119
102114,INF090I01684,Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G),34.0571
118518,INF090I01IH3,Franklin India Life Stage Fund of Funds - The 50s Plus - Direct - Growth,35.2132
102547,INF090I01718,Franklin India Life Stage Fund of Funds - The 50s Plus Flo (Gro),35.4448
118519,INF090I01JO7,Franklin India Life Stage Fund Of Funds - The 50S Plus Floating Rate Plan - Direct - Growth,36.2046
118520,INF090I01JM1,Franklin India Life Stage Fund Of Funds - The 50S Plus Floating Rate Plan - Direct - Dividend,15.0458
102546,INF090I01692,Franklin India Life Stage Fund of Funds The 50s Plus Flo (Div),14.7415
132988,INF090I01LF1,Franklin India Multi - Asset Solution Fund - Dividend Plan,12.3042
132990,INF090I01LI5,Franklin India Multi - Asset Solution Fund - Dividend Plan - Direct,12.9928
132987,INF090I01LE4,Franklin India Multi - Asset Solution Fund - Growth Plan,12.3042
132989,INF090I01LH7,Franklin India Multi - Asset Solution Fund - Growth Plan - Direct,12.9928
130547,INF179KA1SD3,HDFC Dynamic PE Ratio Fund of Funds - Direct Dividend,16.9761
130543,INF179KA1SC5,HDFC Dynamic PE Ratio Fund of Funds - Direct Growth,19.3278
130540,INF179KA1SG6,HDFC Dynamic PE Ratio Fund of Funds - Regular Dividend,16.2609
130533,INF179KA1SF8,HDFC Dynamic PE Ratio Fund of Funds - Regular Growth,18.5541
115934,INF179K01LC5,HDFC GOLD FUND - GROWTH OPTION,9.9312
119132,INF179K01VX0,HDFC Gold Fund-Direct Plan,10.118
129196,INF336L01IL6,HSBC Managed Solutions - Convervative - Dividend,13.8678
129195,INF336L01IM4,HSBC Managed Solutions - Convervative - Growth,13.8678
129197,INF336L01IP7,HSBC Managed Solutions - Convervative - Growth Direct,13.9987
129199,INF336L01HZ8,HSBC Managed Solutions - Growth - Dividend,18.4599
129201,INF336L01IC5,HSBC Managed Solutions - Growth - Dividend Direct,18.6481
129065,INF336L01IA9,HSBC Managed Solutions - Growth - Growth,18.4599
129200,INF336L01ID3,HSBC Managed Solutions - Growth - Growth Direct,18.6481
129192,INF336L01IF8,HSBC Managed Solutions - Moderate - Dividend,17.2757
129194,INF336L01II2,HSBC Managed Solutions - Moderate - Dividend Direct,10.4754
129191,INF336L01IG6,HSBC Managed Solutions - Moderate - Growth,17.2757
129193,INF336L01IJ0,HSBC Managed Solutions - Moderate - Growth Direct,17.4386
120243,INF109K01W33,ICICI Prudential Advisor Series Long Term Saving Plan - Direct Plan -  Dividend,64.9047
120242,INF109K01W58,ICICI Prudential Advisor Series Long Term Saving Plan - Direct Plan - Growth,64.9069
102133,INF109K01795,ICICI Prudential Advisor Series Long Term Saving Plan - Growth,63.4877
102134,INF109K01DW7,ICICI Prudential Advisor Series Long Term Saving Plan - Dividend,63.4877
120314,INF109K01W66,ICICI Prudential Cautious - Direct Plan -  Dividend,32.24
120313,INF109K01W82,ICICI Prudential Cautious - Direct Plan -  Growth,32.4631
102139,INF109K01811,ICICI Prudential Cautious - Growth,31.6101
102140,INF109K01EB9,ICICI Prudential Cautious - Dividend,31.6101
120703,INF109K01X57,ICICI Prudential Dynamic Accrual Plan - Direct Plan -  Dividend,27.5445
120702,INF109K01X73,ICICI Prudential Dynamic Accrual Plan - Direct Plan -  Growth,27.4426
102141,INF109K01878,ICICI Prudential Dynamic Accrual Plan - Growth,27.0643
102143,INF109K01FS0,ICICI Prudential Dynamic Accrual Plan - Dividend,27.0643
120680,INF109K01W90,ICICI Prudential Moderate - Direct Plan -  Dividend,51.3523
120679,INF109K01X16,ICICI Prudential Moderate - Direct Plan -  Growth,51.377
102137,INF109K01837,ICICI Prudential Moderate - Growth,50.2493
102138,INF109K01FJ9,ICICI Prudential Moderate - Dividend,50.2493
120686,INF109K01U76,ICICI Prudential Regular Gold Savings Fund - Direct Plan -  Dividend,10.4056
