Scheme Code,ISIN Div Payout/ ISIN Growth,Scheme Name,Net Asset Value
140550,INF179KB1ZP1,HDFC FMP 1199D January 2017 (1) - Regular Option - Growth Option,10.6464
140551,INF179KB1ZR7,HDFC FMP 1199D January 2017 (1) - Regular Option - Quarterly Dividend Option,10.0408
140961,INF179KB1F70,HDFC FMP 1213D March 2017 (1) - Direct Dividend Option,10.6961
140962,INF179KB1F62,HDFC FMP 1213D March 2017 (1) - Direct Growth Option,10.6961
140963,INF179KB1F88,HDFC FMP 1213D March 2017 (1) - Direct Quarterly Dividend Option,10.0582
140960,INF179KB1G04,HDFC FMP 1213D March 2017 (1) - Regular Dividend Option,10.6306
140958,INF179KB1F96,HDFC FMP 1213D March 2017 (1) - Regular Growth Option,10.6306
140959,INF179KB1G12,HDFC FMP 1213D March 2017 (1) - Regular Quarterly  Dividend Option,10.0509
140480,INF179KB1ZB1,HDFC FMP 1218 DECEMBER 2016 (1) - Direct Option - Dividend Option,10.8336
140476,INF179KB1ZA3,HDFC FMP 1218 DECEMBER 2016 (1) - Direct Option - Growth Option,10.8336
140478,INF179KB1ZC9,HDFC FMP 1218 DECEMBER 2016 (1) - Direct Option - Quaterly Dividend Option,10.0528
140477,INF179KB1ZE5,HDFC FMP 1218 DECEMBER 2016 (1) - Regular Option - Dividend Option,10.7358
140481,INF179KB1ZD7,HDFC FMP 1218 DECEMBER 2016 (1) - Regular Option - Growth Option,10.7358
140479,INF179KB1ZF2,HDFC FMP 1218 DECEMBER 2016 (1) - Regular Option - Quaterly Dividend Option,10.0478
140000,INF179KB1WU8,HDFC FMP 1302D September 2016 (1) - Direct Option - Dividend Option,11.3005
139998,INF179KB1WV6,HDFC FMP 1302D September 2016 (1) - Direct Option - Quarterly Dividend Option,10.1553
139997,INF179KB1WT0,HDFC FMP 1302D September 2016 (1) - Direct Option-Growth Option,11.3005
140002,INF179KB1WX2,HDFC FMP 1302D September 2016 (1) - Regular Option - Dividend Option,11.2247
139999,INF179KB1WW4,HDFC FMP 1302D September 2016 (1) - Regular Option - Growth Option,11.2247
140001,INF179KB1WY0,HDFC FMP 1302D September 2016 (1) - Regular Option - Quarterly Dividend Option,10.1502
139950,-,HDFC FMP 1306D September 2016 (1) - Direct Option - Dividend Option,0
139946,-,HDFC FMP 1306D September 2016 (1) - Direct Option - Growth Option,0
139947,-,HDFC FMP 1306D September 2016 (1) - Direct Option - Quarterly Dividend Option,0
139948,-,HDFC FMP 1306D September 2016 (1) - Regular Option - Dividend Option,0
139949,-,HDFC FMP 1306D September 2016 (1) - Regular Option - Growth Option,0
139945,-,HDFC FMP 1306D September 2016 (1) - Regular Option - Quarterly Dividend Option,0
139951,INF179KB1WO1,HDFC FMP 1309D September 2016 (1) - Direct Option - Dividend Option,11.3292
139952,INF179KB1WN3,HDFC FMP 1309D September 2016 (1) - Direct Option - Growth Option,11.3292
139955,INF179KB1WP8,HDFC FMP 1309D September 2016 (1) - Direct Option - Quarterly Dividend Option,10.1722
139954,INF179KB1WR4,HDFC FMP 1309D September 2016 (1) - Regular Option - Dividend Option,11.2273
139956,INF179KB1WQ6,HDFC FMP 1309D September 2016 (1) - Regular Option - Growth Option,11.2273
139953,INF179KB1WS2,HDFC FMP 1309D September 2016 (1) - Regular Option - Quarterly Dividend Option,10.1675
141730,INF179KB1W04,HDFC FMP 1430D July 2017 (1) - Direct Option -  Dividend Option,10.1738
141735,INF179KB1V96,HDFC FMP 1430D July 2017 (1) - Direct Option -  Growth Option,10.1738
141733,INF179KB1W20,HDFC FMP 1430D July 2017 (1) - Direct Option -  Quarterly Dividend Option,10.0334
141731,INF179KB1W46,HDFC FMP 1430D July 2017 (1) - Regular Option -  Dividend Option,10.1687
141734,INF179KB1W38,HDFC FMP 1430D July 2017 (1) - Regular Option -  Growth Option,10.1687
141732,INF179KB1W53,HDFC FMP 1430D July 2017 (1) - Regular Option -  Quarterly Dividend Option,10.0324
123403,INF179K010A1,HDFC FMP 1846D August 2013 (1)-Direct Option-Dividend Option,14.9344
123402,INF179K01Z92,HDFC FMP 1846D August 2013 (1)-Direct Option-Growth Option,14.9344
123405,INF179K011A9,HDFC FMP 1846D August 2013 (1)-Direct Option-Quarterly Dividend Option,10.4001
123406,INF179K014A3,HDFC FMP 1846D August 2013 (1)-Regular Option-Dividend Option,14.7356
123407,INF179K012A7,HDFC FMP 1846D August 2013 (1)-Regular Option-Flexi Option,14.7356
123401,INF179K013A5,HDFC FMP 1846D August 2013 (1)-Regular Option-Growth Option,14.7356
123408,INF179K015A0,HDFC FMP 1846D August 2013 (1)-Regular Option-Quarterly Dividend Option,10.3968
123735,INF179K010F0,HDFC FMP 1875D August 2013 (1) - Direct Option - Dividend Option,15.1228
123736,INF179K017E8,HDFC FMP 1875D August 2013 (1) - Direct Option - Flexi Option,15.1228
123732,INF179K018E6,HDFC FMP 1875D August 2013 (1) - Direct Option - Growth Option,15.1228
123737,INF179K011F8,HDFC FMP 1875D August 2013 (1) - Direct Option - Quarterly Dividend Option,10.1887
123738,INF179K013E7,HDFC FMP 1875D August 2013 (1) - Regular Option - Dividend Option,14.8681
123733,INF179K013F4,HDFC FMP 1875D August 2013 (1) - Regular Option - Growth Option,14.8681
123734,INF179K014E5,HDFC FMP 1875D August 2013 (1) - Regular Option - Quarterly Dividend Option,10.1855
120096,INF179K01ZF8,HDFC FMP 1919D January 2013 (1) Direct Plan Dividend Option,15.2624
120092,INF179K01ZH4,HDFC FMP 1919D January 2013 (1) Direct Plan Flexi Option,15.2624
120095,INF179K01ZE1,HDFC FMP 1919D January 2013 (1) Direct Plan Growth Option,15.2624
120091,INF179K01ZG6,HDFC FMP 1919D January 2013 (1) Direct Plan Quarterly Dividend Option,10.0602
120090,INF179K01ZB7,HDFC FMP 1919D January 2013 (1) Dividend Option,15.2624
120094,INF179K01ZD3,HDFC FMP 1919D January 2013 (1) Flexi Option,15.2624
120089,INF179K01ZA9,HDFC FMP 1919D January 2013 (1) Growth Option,15.2624
120093,INF179K01ZC5,HDFC FMP 1919D January 2013 (1) Quarterly Dividend Option,10.0604
128538,INF179KA1IC6,HDFC FMP 3360D March 2014 (1)-Direct Option-Dividend Option,12.9331
128539,INF179KA1IE2,HDFC FMP 3360D March 2014 (1)-Direct Option-Flexi Option,12.9331
128544,INF179KA1IB8,HDFC FMP 3360D March 2014 (1)-Direct Option-Growth Option,12.9331
128545,INF179KA1ID4,HDFC FMP 3360D March 2014 (1)-Direct Option-Quarterly Dividend Option,10.011
128540,INF179KA1IG7,HDFC FMP 3360D March 2014 (1)-Regular Option-Dividend Option,12.8832
128541,INF179KA1II3,HDFC FMP 3360D March 2014 (1)-Regular Option-Flexi Option,12.8832
128542,INF179KA1IF9,HDFC FMP 3360D March 2014 (1)-Regular Option-Growth Option,12.8832
128543,INF179KA1IH5,HDFC FMP 3360D March 2014 (1)-Regular Option-Quarterly Dividend Option,10.01
128714,INF179KA10L0,HDFC FMP 366D March 2014 (1) - Direct Option-Dividend Option,10
128709,INF179KA1HO3,HDFC FMP 366D March 2014 (1) - Direct Option-Flexi Option,10.9432
128707,INF179KA19K3,HDFC FMP 366D March 2014 (1) - Direct Option-Growth Option,12.9394
128710,INF179KA11L8,HDFC FMP 366D March 2014 (1) - Direct Option-Quarterly Dividend Option,10
128711,INF179KA1HQ8,HDFC FMP 366D March 2014 (1) - Regular Option-Dividend Option,10
128712,INF179KA12L6,HDFC FMP 366D March 2014 (1) - Regular Option-Flexi Option,12.9061
128713,INF179KA13L4,HDFC FMP 366D March 2014 (1) - Regular Option-Growth Option,12.9061
128708,INF179KA1HR6,HDFC FMP 366D March 2014 (1) - Regular Option-Quarterly Dividend Option,10
128916,INF179KA1JW2,HDFC FMP 366D March 2014 (2)-Direct Option-Dividend Option,10
128921,INF179KA1JY8,HDFC FMP 366D March 2014 (2)-Direct Option-Flexi Option,10
128915,INF179KA13N0,HDFC FMP 366D March 2014 (2)-Direct Option-Growth Option,13.0516
128920,INF179KA1JX0,HDFC FMP 366D March 2014 (2)-Direct Option-Quarterly Dividend Option,10
128919,INF179KA1KA6,HDFC FMP 366D March 2014 (2)-Regular Option-Dividend Option,10
128918,INF179KA1KC2,HDFC FMP 366D March 2014 (2)-Regular Option-Flexi Option,10.9077
128914,INF179KA16N3,HDFC FMP 366D March 2014 (2)-Regular Option-Growth Option,13.016
128917,INF179KA1KB4,HDFC FMP 366D March 2014 (2)-Regular Option-Quarterly Dividend Option,10
129774,INF179KB1BJ5,HDFC FMP 366d May 2014 (1) - Direct Option - Dividend option,10
129770,INF179KB1BH9,HDFC FMP 366d May 2014 (1) - Direct Option - Flexi option,12.8281
129769,INF179KB1BI7,HDFC FMP 366d May 2014 (1) - Direct Option - Growth option,12.8281
129771,INF179KB1BK3,HDFC FMP 366DMay 2014 (1) - Direct Option - Quarterly Dividend option,10
129772,INF179KB1BF3,HDFC FMP 366DMay 2014 (1) - Regular Option - Dividend option,10
129775,INF179KB1BL1,HDFC FMP 366DMay 2014 (1) - Regular Option - Flexi option,10.8996
129773,INF179KB1BM9,HDFC FMP 366DMay 2014 (1) - Regular Option - Growth option,12.795
129776,INF179KB1BG1,HDFC FMP 366DMay 2014 (1) - Regular Option - Quarterly Dividend option,10
129991,INF179KB1BX6,HDFC FMP 366D MAY 2014 (2)-Direct Option-Dividend Option,10
129992,INF179KA1PT5,HDFC FMP 366D MAY 2014 (2)-Direct Option-Flexi Option,10.903
129993,INF179KB1BW8,HDFC FMP 366D MAY 2014 (2)-Direct Option-Growth Option,12.8993
129994,INF179KA1PS7,HDFC FMP 366D MAY 2014 (2)-Direct Option-Quarterly Dividend Option,10
129997,INF179KB1CB0,HDFC FMP 366D MAY 2014 (2)-Regular Dividend-Dividend Option,10
129995,INF179KB1BZ1,HDFC FMP 366D MAY 2014 (2)-Regular Option-Flexi Option,12.865
129996,INF179KB1CA2,HDFC FMP 366D MAY 2014 (2)-Regular Option-Growth Option,12.865
129998,INF179KB1CC8,HDFC FMP 366D MAY 2014 (2)-Regular Option-Quarterly Dividend Option,10
129453,INF179KA10Z0,HDFC FMP 367D April 2014 (1)-Direct Option-Dividend Option,10
129446,INF179KA18Y6,HDFC FMP 367D April 2014 (1)-Direct Option-Flexi Option,12.8803
129450,INF179KA19Y4,HDFC FMP 367D April 2014 (1)-Direct Option-Growth Option,12.8803
129447,INF179KA11Z8,HDFC FMP 367D April 2014 (1)-Direct Option-Quarterly Dividend Option,10
129451,INF179KA16Y0,HDFC FMP 367D April 2014 (1)-Regular Option-Dividend Option,10
129448,INF179KA12Z6,HDFC FMP 367D April 2014 (1)-Regular Option-Flexi Option,12.8466
129449,INF179KA13Z4,HDFC FMP 367D April 2014 (1)-Regular Option-Growth Option,12.8466
129452,INF179KA17Y8,HDFC FMP 367D April 2014 (1)-Regular Option-Quarterly Dividend Option,10
129587,INF179KB1479,HDFC FMP 367D May 2014 (1)-Direct Option-Dividend Option,10
129588,INF179KB1453,HDFC FMP 367D May 2014 (1)-Direct Option-Flexi Option,12.8915
129586,INF179KB1461,HDFC FMP 367D May 2014 (1)-Direct Option-Growth Option,12.8915
129589,INF179KA1NS2,HDFC FMP 367D May 2014 (1)-Direct Option-Quarterly Dividend Option,10
129584,INF179KB1438,HDFC FMP 367D May 2014 (1)-Regular Option-Dividend Option,10
129583,INF179KB1495,HDFC FMP 367D May 2014 (1)-Regular Option-Flexi Option,12.8576
129582,INF179KB1503,HDFC FMP 367D May 2014 (1)-Regular Option-Growth Option,12.8576
129585,INF179KB1446,HDFC FMP 367D May 2014 (1)-Regular Option-Quarterly Dividend Option,10
129782,INF179KB1719,HDFC FMP 367D MAY 2014 (2)-DIRECT OPTION-DIVIDEND OPTION,10
129783,INF179KA1OJ9,HDFC FMP 367D MAY 2014 (2)-DIRECT OPTION-FLEXI OPTION,10.9274
129784,INF179KB1701,HDFC FMP 367D MAY 2014 (2)-DIRECT OPTION-GROWTH OPTION,12.8681
129777,INF179KB1727,HDFC FMP 367D MAY 2014 (2)-DIRECT OPTION-QUARTERLY DIVIDEND OPTION,10
129778,INF179KB1677,HDFC FMP 367D MAY 2014 (2)-REGULAR OPTION-DIVIDEND OPTION,10
129779,INF179KA1ON1,HDFC FMP 367D MAY 2014 (2)-REGULAR OPTION-FLEXI OPTION,10.9219
129780,INF179KB1743,HDFC FMP 367D MAY 2014 (2)-REGULAR OPTION-GROWTH OPTION,12.8346
129781,INF179KB1685,HDFC FMP 367D MAY 2014 (2)-REGULAR OPTION-QUARTERLY DIVIDEND OPTION,10
129098,INF179KA16S2,HDFC FMP 369D April 2014 (1) - Direct Option-Dividend Option,10
129099,INF179KA14S7,HDFC FMP 369D April 2014 (1) - Direct Option-Flexi Option,10.9329
129100,INF179KA15S4,HDFC FMP 369D April 2014 (1) - Direct Option-Growth Option,12.9748
129095,INF179KA17S0,HDFC FMP 369D April 2014 (1) - Direct Option-Quarterly Dividend Option,10
129093,INF179KA12S1,HDFC FMP 369D April 2014 (1) - Regular Option-Dividend Option,10
129096,INF179KA18S8,HDFC FMP 369D April 2014 (1) - Regular Option-Flexi Option,10
129097,INF179KA19S6,HDFC FMP 369D April 2014 (1) - Regular Option-Growth Option,12.9242
129094,INF179KA13S9,HDFC FMP 369D April 2014 (1) - Regular Option-Quarterly Dividend Option,10
129323,INF179KA1MB0,HDFC FMP 369D April 2014 (2)-Direct Option-Dividend Option,10
129324,INF179KA1MD6,HDFC FMP 369D April 2014 (2)-Direct Option-Flexi Option,10
129325,INF179KA13X9,HDFC FMP 369D April 2014 (2)-Direct Option-Growth Option,12.8698
129326,INF179KA1MC8,HDFC FMP 369D April 2014 (2)-Direct Option-Quarterly Dividend Option,10
129327,INF179KA10X5,HDFC FMP 369D April 2014 (2)-Regular Option-Dividend Option,10
129328,INF179KA1MH7,HDFC FMP 369D April 2014 (2)-Regular Option-Flexi Option,10
129329,INF179KA16X2,HDFC FMP 369D April 2014 (2)-Regular Option-Growth Option,12.8362
129330,INF179KA1MG9,HDFC FMP 369D April 2014 (2)-Regular Option-Quarterly Dividend Option,10
125995,INF179KA1P62,HDFC FMP 369D December 2013 (1)-Direct Option-Dividend Option,10
125996,INF179KA1P47,HDFC FMP 369D December 2013 (1)-Direct Option-Flexi Option,10.9561
125989,INF179KA1P54,HDFC FMP 369D December 2013 (1)-Direct Option-Growth Option,12.8923
125990,INF179KA1P70,HDFC FMP 369D December 2013 (1)-Direct Option-Quarterly Dividend Option,10
125991,INF179KA1P21,HDFC FMP 369D December 2013 (1)-Regular Option-Dividend Option,10
125992,INF179KA1P88,HDFC FMP 369D December 2013 (1)-Regular Option-Flexi Option,10.9505
125993,INF179KA1P96,HDFC FMP 369D December 2013 (1)-Regular Option-Growth Option,12.8594
125994,INF179KA1P39,HDFC FMP 369D December 2013 (1)-Regular Option-Quarterly Dividend Option,10
127206,INF179KA14A5,HDFC FMP 369D February 2014 (1) - Direct Option-Dividend Option,10
127201,INF179KA12A9,HDFC FMP 369D February 2014 (1) - Direct Option-Flexi Option,10.9709
127202,INF179KA13A7,HDFC FMP 369D February 2014 (1) - Direct Option-Growth Option,13.0459
127203,INF179KA15A2,HDFC FMP 369D February 2014 (1) - Direct Option-Quarterly Dividend Option,10
127204,INF179KA10A3,HDFC FMP 369D February 2014 (1) - Regular Option-Dividend Option,10
127207,INF179KA17A8,HDFC FMP 369D February 2014 (1) - Regular Option-Growth Option,13.01
127548,INF179KA12F8,HDFC FMP 369D February 2014 (2) - Direct Option-Dividend Option,10
127549,INF179KA10F2,HDFC FMP 369D February 2014 (2) - Direct Option-Flexi Option,10.9857
127550,INF179KA11F0,HDFC FMP 369D February 2014 (2) - Direct Option-Growth Option,13.0562
127551,INF179KA13F6,HDFC FMP 369D February 2014 (2) - Direct Option-Quarterly Dividend Option,10
127552,INF179KA18E8,HDFC FMP 369D February 2014 (2) - Regular Option-Dividend Option,10
127553,INF179KA14F4,HDFC FMP 369D February 2014 (2) - Regular Option-Flexi Option,13.0217
127554,INF179KA15F1,HDFC FMP 369D February 2014 (2) - Regular Option-Growth Option,13.0217
127555,INF179KA19E6,HDFC FMP 369D February 2014 (2) - Regular Option-Quarterly Dividend Option,10
126503,INF179KA1V23,HDFC FMP 369D January 2014 (1) - Direct Option-Dividend Option,10
126510,INF179KA1702,HDFC FMP 369D January 2014 (1) - Direct Option-Flexi Option,10.9509
126504,INF179KA1V15,HDFC FMP 369D January 2014 (1) - Direct Option-Growth Option,13.0366
126505,INF179KA1V31,HDFC FMP 369D January 2014 (1) - Direct Option-Quarterly Dividend Option,10
126506,INF179KA1U81,HDFC FMP 369D January 2014 (1) - Regular Option-Dividend Option,10
126507,INF179KA1V49,HDFC FMP 369D January 2014 (1) - Regular Option-Flexi Option,12.7941
126508,INF179KA1V56,HDFC FMP 369D January 2014 (1) - Regular Option-Growth Option,13.001
126509,INF179KA1U99,HDFC FMP 369D January 2014 (1) - Regular Option-Quarterly Dividend Option,10
128241,INF179KA16H5,HDFC FMP 369D March 2014 (1)-Direct Option-Dividend Option,10
128244,INF179KA14H0,HDFC FMP 369D March 2014 (1)-Direct Option-Flexi Option,13.0168
128240,INF179KA15H7,HDFC FMP 369D March 2014 (1)-Direct Option-Growth Option,13.0168
128242,INF179KA17H3,HDFC FMP 369D March 2014 (1)-Direct Option-Quarterly Dividend Option,10
128238,INF179KA12H4,HDFC FMP 369D March 2014 (1)-Regular Option-Dividend Option,10
128239,INF179KA18H1,HDFC FMP 369D March 2014 (1)-Regular Option-Flexi Option,10
128237,INF179KA19H9,HDFC FMP 369D March 2014 (1)-Regular Option-Growth Option,12.9824
128606,INF179KA12K8,HDFC FMP 369D March 2014 (2) - Direct Option-Dividend Option,10
128613,INF179KA10K2,HDFC FMP 369D March 2014 (2) - Direct Option-Flexi Option,12.9803
128607,INF179KA11K0,HDFC FMP 369D March 2014 (2) - Direct Option-Growth Option,12.9803
128608,INF179KA13K6,HDFC FMP 369D March 2014 (2) - Direct Option-Quarterly Dividend Option,10
128609,INF179KA18J7,HDFC FMP 369D March 2014 (2) - Regular Option-Dividend Option,10
128611,INF179KA15K1,HDFC FMP 369D March 2014 (2) - Regular Option-Growth Option,12.9461
128612,INF179KA19J5,HDFC FMP 369D March 2014 (2) - Regular Option-Quarterly Dividend Option,10
128792,INF179KA16M5,HDFC FMP 369D March 2014 (3) - Direct Option-Dividend Option,10
128793,INF179KA14M0,HDFC FMP 369D March 2014 (3) - Direct Option-Flexi Option,10.9362
128794,INF179KA15M7,HDFC FMP 369D March 2014 (3) - Direct Option-Growth Option,12.9281
128796,INF179KA12M4,HDFC FMP 369D March 2014 (3) - Regular Option-Dividend Option,10
128798,INF179KA19M9,HDFC FMP 369D March 2014 (3) - Regular Option-Growth Option,12.8944
128799,INF179KA13M2,HDFC FMP 369D March 2014 (3) - Regular Option-Quarterly Dividend Option,10
129090,INF179KA10V9,HDFC FMP 370D April 2014 (1) - Direct Option-Dividend Option,10
129091,INF179KA18U4,HDFC FMP 370D April 2014 (1) - Direct Option-Flexi Option,12.8783
129085,INF179KA19U2,HDFC FMP 370D April 2014 (1) - Direct Option-Growth Option,12.9553
129086,INF179KA11V7,HDFC FMP 370D April 2014 (1) - Direct Option-Quarterly Dividend Option,10.0598
129087,INF179KA16U8,HDFC FMP 370D April 2014 (1) - Regular Option-Dividend Option,10.0586
129088,INF179KA1LJ5,HDFC FMP 370D April 2014 (1) - Regular Option-Flexi Option,10.9353
129089,INF179KA13V3,HDFC FMP 370D April 2014 (1) - Regular Option-Growth Option,12.9203
129092,INF179KA17U6,HDFC FMP 370D April 2014 (1) - Regular Option-Quarterly Dividend Option,10
129331,INF179KA16W4,HDFC FMP 370D April 2014 (2)-Direct Option-Dividend Option,10
129335,INF179KA14W9,HDFC FMP 370D April 2014 (2)-Direct Option-Flexi Option,12.8844
129336,INF179KA15W6,HDFC FMP 370D April 2014 (2)-Direct Option-Growth Option,12.8844
129337,INF179KA1LU2,HDFC FMP 370D April 2014 (2)-Direct Option-Quarterly Dividend Option,10
129338,INF179KA12W3,HDFC FMP 370D April 2014 (2)-Regular Option-Dividend Option,10
129332,INF179KA1LZ1,HDFC FMP 370D April 2014 (2)-Regular Option-Flexi Option,10.9319
129333,INF179KA19W8,HDFC FMP 370D April 2014 (2)-Regular Option-Growth Option,12.8506
129334,INF179KA1LY4,HDFC FMP 370D April 2014 (2)-Regular Option-Quarterly Dividend Option,10
129343,INF179KA12Y9,HDFC FMP 370D April 2014 (3)-Direct Option-Dividend Option,10
129344,INF179KA10Y3,HDFC FMP 370D April 2014 (3)-Direct Option-Flexi Option,10
129345,INF179KA11Y1,HDFC FMP 370D April 2014 (3)-Direct Option-Growth Option,12.8693
129346,INF179KA13Y7,HDFC FMP 370D April 2014 (3)-Direct Option-Quarterly Dividend Option,10
129347,INF179KA18X8,HDFC FMP 370D April 2014 (3)-Regular Option-Dividend Option,10
129348,INF179KA14Y5,HDFC FMP 370D April 2014 (3)-Regular Option-Flexi Option,10.9318
129349,INF179KA15Y2,HDFC FMP 370D April 2014 (3)-Regular Option-Growth Option,12.8358
129350,INF179KA19X6,HDFC FMP 370D April 2014 (3)-Regular Option-Quarterly Dividend Option,10
129459,INF179KB1313,HDFC FMP 370D April 2014 (4)- Direct Option-Dividend Option,10
129454,INF179KB1297,HDFC FMP 370D April 2014 (4)- Direct Option-Flexi Option,10
129455,INF179KB1305,HDFC FMP 370D April 2014 (4)- Direct Option-Growth Option,12.8825
129457,INF179KB1339,HDFC FMP 370D April 2014 (4)- Regular Option- Flexi Option,10
129461,INF179KB1347,HDFC FMP 370D April 2014 (4)- Regular Option- Growth Option,12.849
129458,INF179KB1289,HDFC FMP 370D April 2014 (4)- Regular Option- Quarterly Dividend Option,10
129456,INF179KB1271,HDFC FMP 370D April 2014 (4)- Regular Option-Dividend Option,10
129460,INF179KB1321,HDFC FMP 370D April 2014 (4)-Direct Option-Quarterly Dividend Option,10
123347,INF179KA1VK2,HDFC FMP 370D August 2013 (1)-Direct Option-Dividend Option,10
123345,INF179KA1VJ4,HDFC FMP 370D August 2013 (1)-Direct Option-Growth Option,14.0898
123348,INF179K019A2,HDFC FMP 370D August 2013 (1)-Direct Option-Quarterly Dividend Option,10
123350,INF179KA1VG0,HDFC FMP 370D August 2013 (1)-Regular Option-Dividend Option,10
123352,INF179KA1VE5,HDFC FMP 370D August 2013 (1)-Regular Option-Flexi Option,14.0403
123349,INF179KA1VF2,HDFC FMP 370D August 2013 (1)-Regular Option-Growth Option,14.0403
123351,INF179KA1VH8,HDFC FMP 370D August 2013 (1)-Regular Option-Quarterly Dividend Option,10
123529,INF179KA1WE3,HDFC FMP 370D August 2013 (2) - Direct Option - Dividend Option,10
123532,INF179K012C3,HDFC FMP 370D August 2013 (2) - Direct Option - Flexi Option,10
123528,INF179KA1WD5,HDFC FMP 370D August 2013 (2) - Direct Option - Growth Option,14.1367
123533,INF179KA1WF0,HDFC FMP 370D August 2013 (2) - Direct Option - Quarterly Dividend Option,10
123526,INF179KA1WI4,HDFC FMP 370D August 2013 (2) - Regular Option - Dividend Option,10
123531,INF179KA1WG8,HDFC FMP 370D August 2013 (2) - Regular Option - Flexi Option,13.1477
123530,INF179KA1WH6,HDFC FMP 370D August 2013 (2) - Regular Option - Growth Option,14.0868
123527,INF179K019C8,HDFC FMP 370D August 2013 (2) - Regular Option - Quarterly Dividend Option,10
123618,INF179KA1WO2,HDFC FMP 370D August 2013 (3) - Direct Option - Dividend Option,10
123617,INF179KA1WN4,HDFC FMP 370D August 2013 (3) - Direct Option - Growth Option,14.1661
123613,INF179KA1WP9,HDFC FMP 370D August 2013 (3) - Direct Option - Quarterly Dividend Option,10
123614,INF179KA1WK0,HDFC FMP 370D August 2013 (3) - Regular Option - Dividend Option,10
123615,INF179KA1WQ7,HDFC FMP 370D August 2013 (3) - Regular Option - Flexi Option,13.175
123619,INF179KA1WR5,HDFC FMP 370D August 2013 (3) - Regular Option - Growth Option,14.1163
123616,INF179KA1WL8,HDFC FMP 370D August 2013 (3) - Regular Option - Quarterly Dividend Option,10
123956,INF179K018F3,HDFC FMP 370D August 2013 (4)-Direct Option-Dividend Option,10
123958,INF179KA1XC5,HDFC FMP 370D August 2013 (4)-Direct Option-Flexi Option,13.2601
123961,INF179KA1XD3,HDFC FMP 370D August 2013 (4)-Direct Option-Growth Option,14.1797
123957,INF179K019F1,HDFC FMP 370D August 2013 (4)-Direct Option-Quarterly Dividend Option,10
123960,INF179KA1XA9,HDFC FMP 370D August 2013 (4)-Regular Option-Dividend Option,10
123955,INF179K010G8,HDFC FMP 370D August 2013 (4)-Regular Option-Flexi Option,10
123959,INF179KA1XH4,HDFC FMP 370D August 2013 (4)-Regular Option-Growth Option,14.1293
123954,INF179KA1XB7,HDFC FMP 370D August 2013 (4)-Regular Option-Quarterly Dividend Option,10
127363,INF179KA10C9,HDFC FMP 370D February 2014 (1) - Direct Option-Dividend Option,10
127364,INF179KA18B4,HDFC FMP 370D February 2014 (1) - Direct Option-Flexi Option,10.9867
127365,INF179KA19B2,HDFC FMP 370D February 2014 (1) - Direct Option-Growth Option,13.053
127366,INF179KA11C7,HDFC FMP 370D February 2014 (1) - Direct Option-Quarterly Dividend Option,10
127367,INF179KA16B8,HDFC FMP 370D February 2014 (1) - Regular Option-Dividend Option,10
127368,INF179KA12C5,HDFC FMP 370D February 2014 (1) - Regular Option-Flexi Option,10.9812
127369,INF179KA13C3,HDFC FMP 370D February 2014 (1) - Regular Option-Growth Option,13.0183
127370,INF179KA17B6,HDFC FMP 370D February 2014 (1) - Regular Option-Quarterly Dividend Option,10
126706,INF179KA1X96,HDFC FMP 370D January 2014 (1)- Direct Option-Growth Option,12.8603
126708,INF179KA1967,HDFC FMP 370D January 2014 (1)- Regular Option-Dividend Option,10
126712,INF179KA1983,HDFC FMP 370D January 2014 (1)- Regular Option-Flexi Option,10.9479
126709,INF179KA1Y38,HDFC FMP 370D January 2014 (1)- Regular Option-Growth Option,12.8276
126710,INF179KA1975,HDFC FMP 370D January 2014 (1)- Regular Option-Quarterly Dividend Option,10
123175,INF179KA1UY5,HDFC FMP 370D July 2013 (3)-Direct Option-Dividend Option,10
123176,INF179K01X45,HDFC FMP 370D July 2013 (3)-Direct Option-Flexi Option,10
123174,INF179KA1UX7,HDFC FMP 370D July 2013 (3)-Direct Option-Growth Option,14.0889
123177,INF179K01X78,HDFC FMP 370D July 2013 (3)-Direct Option-Quarterly Dividend Option,10
123178,INF179KA1VC9,HDFC FMP 370D July 2013 (3)-Regular Option-Dividend Option,10
123173,INF179KA1VA3,HDFC FMP 370D July 2013 (3)-Regular Option-Flexi Option,11.9266
123171,INF179KA1VB1,HDFC FMP 370D July 2013 (3)-Regular Option-Growth Option,14.0409
123172,INF179KA1VD7,HDFC FMP 370D July 2013 (3)-Regular Option-Quarterly Dividend Option,10
130337,INF179KB1EU6,HDFC FMP 370D June 2014 (2) Direct Option-Dividend Option,10
130338,INF179KA1RL8,HDFC FMP 370D June 2014 (2) Direct Option-Flexi Option,10
130339,INF179KB1ET8,HDFC FMP 370D June 2014 (2) Direct Option-Growth Option,12.853
130340,INF179KA1RK0,HDFC FMP 370D June 2014 (2) Direct Option-Quarterly Dividend Option,10
130341,INF179KB1EQ4,HDFC FMP 370D June 2014 (2) Regular Option-Dividend Option,10
130342,INF179KA1RP9,HDFC FMP 370D June 2014 (2) Regular Option-Flexi Option,10.8972
130343,INF179KB1EX0,HDFC FMP 370D June 2014 (2) Regular Option-Growth Option,12.8197
130344,INF179KA1RO2,HDFC FMP 370D June 2014 (2) Regular Option-Quarterly Dividend Option,10
130169,INF179KB1DN3,HDFC FMP 370D JUNE 2014(1) - Direct Option - Growth Option,12.8879
